ID,title,regexp,description 
1631,Switch Credit Card,"(^(49030)[2-9](\d{10}$|\d{12,13}$))
|(^(49033)[5-9](\d{10}$|\d{12,13}$))
|(^(49110)[1-2](\d{10}$|\d{12,13}$))
|(^(49117)[4-9](\d{10}$|\d{12,13}$))
|(^(49118)[0-2](\d{10}$|\d{12,13}$))
|(^(4936)(\d{12}$|\d{14,15}$))
|(^(564182)(\d{11}$|\d{13,14}$))
|(^(6333)[0-4](\d{11}$|\d{13,14}$))
|(^(6759)(\d{12}$|\d{14,15}$))",Switch CC match.  International safe.
1632,JCB credit card,(^(352)[8-9](\d{11}$|\d{12}$))|(^(35)[3-8](\d{12}$|\d{13}$)),JCB cc match.  International safe
1633,Dinner credit card,(^(30)[0-5]\d{11}$)|(^(36)\d{12}$)|(^(38[0-8])\d{11}$),Diners CC match.  International safe
1634,Cart Blance Credit Card,^(389)[0-9]{11}$,Cart Blance Credit Card match. International safe
1635,EnRoute Credit Card,(^(2014)|^(2149))\d{11}$,EnRoute Credit Card match. international safe.
1636,url pattern,(http(s)?|ftp(s)?://)?([\w-]+\.)+(BIZ|COM|EDU|GOV|INT|MIL|NET|ORG|PRO|AERO|ARPA|COOP|INFO|NAME|NATO|[A-Z]{2}),match most url except for 10.100.200
1637,UK Debit Cards,"(^(5[0678])\d{11,18}$)|(^(6[^05])\d{11,18}$)|(^(601)[^1]\d{9,16}$)|(^(6011)\d{9,11}$)|(^(6011)\d{13,16}$)|(^(65)\d{11,13}$)|(^(65)\d{15,18}$)|(^(49030)[2-9](\d{10}$|\d{12,13}$))|(^(49033)[5-9](\d{10}$|\d{12,13}$))|(^(49110)[1-2](\d{10}$|\d{12,13}$))|(^(49117)[4-9](\d{10}$|\d{12,13}$))|(^(49118)[0-2](\d{10}$|\d{12,13}$))|(^(4936)(\d{12}$|\d{14,15}$))","Matches any of Solo, Switch or Maestro.  International safe. Will not match on Discover, Visa or Mastercard.  For example; Most recommendations for matching Visa are that they start with ""4"".  If outside the US, this are incomplete on will falsly ID most Switch cards as Visa."
1638,Signed Integers with Commas,"(^\-|\+)?([1-9]{1}[0-9]{0,2}(\,\d{3})*|[1-9]{1}\d{0,})$|^0?$","Allows any integer, signed (+/-) or not, with or without commas, or zero (0), or blank."
1639,*.css without http,"(href=|url|import).*[\'""]([^(http:)].*css)[\'""]","get all css links, tags ect without http,  i needed this to my web crawler, maybe somebody need this to ;)_"
1640,ISBN 10 or 13,^(97(8|9))?\d{9}(\d|X)$,"Validates both ISBN 10 and ISBN 13 numbers, and confirms ISBN 13 numbers start with only 978 or 979."
1641,Positive Integer with comma separated ,"^[0-9]{1,3}$|^[0-9]{1,3}\,[0-9]{3}$","must have comma separated , can't be biger then  999,999

Thanks to Harel!"
1643,Another CSV," *""[^,]*"" *| *"".*"" *| *[^,]* *","Returns everything between the commas including the quotes anything inside the quotes is ignored.

Only works per single line."
1644,BBCode matching (opened/closed/with arguments/attributes),(\[([^/].*?)(=(.+?))?\](.*?)\[/\2\]|\[([^/].*?)(=(.+?))?\]),"Matches BBCode, non-recursive. You must recursively run the pattern with each resulting subpattern to get all the tag."
1645,VB Style Quoted String,"""(""""|[^""])*""","This will match the VB-style quoted string. That means to use "" in the quoted string you must use """" instead."
1646,C-Style Quoted String version 2,"""(\\.|[^""])*""","This time is for C-Style Quoted String matching. So to use "" in the quoted string you need to use \"" and if you wanted to use \ in your string, use \\."
1647,Microsoft Printing Number ranges validation,"[^\d^\-^\,^\x20]+","Just a beginner....here's something I'm using to emulate the Microsoft ""Print"" functionality, where you can enter page numbers to print seperated by commas or specify a range using the ""-"" symbol. The expression checks across a whole string looking for anything that is NOT equal to a number, a minus symbol, a comma and a space character. You can use this expression to do a quick true-false check to see if the user has entered a valid string / page numbers. Later you could then write a routine to sort and / or process the input. Nothing fancy but might help someone. Comments welcome."
1648,Floating Point Trimmer,([^0-9$\.][0-9]+\.[0-9]+)0([^0-9\.]),"Removes extra zeros after the decimal place in strings containing floating-point values.  Designed to be used on files generated by the ArmA mission editor, however it appears to be feasible for most source code files (c++, vb, etc.)."
1649,File Extension,(^\*\.[a-zA-Z][a-zA-Z][a-zA-Z]$)|(^\*\.\*$),Matching any file extension.
1650,24hr time,^([0-9]|0[0-9]|1[0-9]|2[0-3]):([0-9]|[0-5][0-9])$,matching times from 0[0]:0[0] to 23:59
1651,UNIX ls -l,^([A-Za-z\-]+)\s+(\w+)\s+([A-Za-z0-9_\-\.]+)\s+([A-Za-z0-9_\-\.]+)\s+(\d+)\s+(.{3} [0-9 ]{2} ([0-9][0-9]:[0-9][0-9]| [0-9]{4}))\s+(.+)$,"GLOB the output of an ""ls -l"" command to extract specific details.  It takes into account issues with older files/directories having a year in place of an hour:minute entry."
1652,Windows Folder Validation,"^[^\\\/\?\*\""\>\<\:\|]*$",Validates entry for a valid Windows folder name. Excludes all forbidden characters.
1653,Simple Email check,"^[a-zA-Z0-9\_\-]+[a-zA-Z0-9\.\_\-]*@([a-zA-Z0-9\_\-]+\.)+([a-zA-Z]{2,4}|travel|museum)$","Simple Email check, ideal for a quick mail check."
1654,Alphanumeric revised,"^[\w]{1,}$",alphanumeric - no space allowed - requires at least one character
1655,Strip RTF Formatting,^\{(.+)|^\\(.+)|(\}*),Removes RTF formatting from a string
1656,Companies House,^[0-9]{3}[-|/]{1}[0-9]{6}[-|/]{1}[0-9]{6}$,This Regular Expression is used to match the Companies House 503 Reference number that is given when a customer places an online order.www.companieshouse.gov.uk
1657,Company Number - Limited,^[0-9]{8}$,Thie expression is used to match a United Kingdom Limited Company number in the UK. This is for Companies registered in England & Wales ONLY. This does not include Scotland.
1658,Company Number - Limited SCOTLAND,^[SC]{2}[0-9]{6}$,Thie expression is used to match a United Kingdom Limited Company number in the UK. This is for Companies registered in Scotland. This is not for Companies registered in England & Wales.
1659,New Style UK Number Plates,"^[A-Za-z]{2}[ ]{0,1}[0-9]{2}[ ]{0,1}[a-zA-Z]{3}$",This expression can be used to check against the format of a United Kingdom Vehicle Registration plate in the new style.
1660,Old Style UK Number Plates,"^[a-zA-Z]{1}[0-9]{0,3}[ ]{0,1}[a-zA-Z]{3}$",This expression can be used to check against the format of a United Kingdom Vehicle Registration plate in the OLD style.
1661,Email Address,^[a-zA-z0-9]+[@]{1}[a-zA-Z]+[.]{1}[a-zA-Z]+$,Expression to check for .com email addresses
1662,ISBN Checker,"^[ISBN]{4}[ ]{0,1}[0-9]{1}[-]{1}[0-9]{3}[-]{1}[0-9]{5}[-]{1}[0-9]{0,1}$",Expression to check for a valid ISBN number
1663,UK Mobile Phone Number Check,"^[0-9]{0,5}[ ]{0,1}[0-9]{0,6}$",UK Mobile phone number check
1664,Companies House,"[cC]{1}[0-9]{0,7}",Companies House Postal Search account number expression
1665,IPv6 address,"(([0-9A-Fa-f]{1,4}(:[0-9A-Fa-f]{1,4}){7})|([0-9A-Fa-f]{1,4}(:[0-9A-Fa-f]{1,4}){5}:(\d|[1-9]\d|1\d{1,2}|2([0-4]\d|5[0-5]))(\.(\d|[1-9]\d|1\d{1,2}|2([0-4]\d|5[0-5]))){3})|(:(:[0-9A-Fa-f]{1,4}){1,6})|(:(:[0-9A-Fa-f]{1,4}){0,4}:(\d|[1-9]\d|1\d{1,2}|2([0-4]\d|5[0-5]))(\.(\d|[1-9]\d|1\d{1,2}|2([0-4]\d|5[0-5]))){3})|([0-9A-Fa-f]{1,4}:(:[0-9A-Fa-f]{1,4}){1,5})|([0-9A-Fa-f]{1,4}:(:[0-9A-Fa-f]{1,4}){0,3}:(\d|[1-9]\d|1\d{1,2}|2([0-4]\d|5[0-5]))(\.(\d|[1-9]\d|1\d{1,2}|2([0-4]\d|5[0-5]))){3})|(([0-9A-Fa-f]{1,4}:){2}(:[0-9A-Fa-f]{1,4}){1,4})|(([0-9A-Fa-f]{1,4}:){2}(:[0-9A-Fa-f]{1,4}){0,2}:(\d|[1-9]\d|1\d{1,2}|2([0-4]\d|5[0-5]))(\.(\d|[1-9]\d|1\d{1,2}|2([0-4]\d|5[0-5]))){3})|(([0-9A-Fa-f]{1,4}:){3}(:[0-9A-Fa-f]{1,4}){1,3})|(([0-9A-Fa-f]{1,4}:){3}(:[0-9A-Fa-f]{1,4})?:(\d|[1-9]\d|1\d{1,2}|2([0-4]\d|5[0-5]))(\.(\d|[1-9]\d|1\d{1,2}|2([0-4]\d|5[0-5]))){3})|(([0-9A-Fa-f]{1,4}:){4}(:[0-9A-Fa-f]{1,4}){1,2})|(([0-9A-Fa-f]{1,4}:){4}:(\d|[1-9]\d|1\d{1,2}|2([0-4]\d|5[0-5]))(\.(\d|[1-9]\d|1\d{1,2}|2([0-4]\d|5[0-5]))){3})|(([0-9A-Fa-f]{1,4}:){5}:[0-9A-Fa-f]{1,4})|(([0-9A-Fa-f]{1,4}:){1,6}:)|(::))",Perl regex for IPv6 addresses. Tested against RFC 2373 specs.
1666,IPv4 address,"((\d|[1-9]\d|1\d{1,2}|2([0-4]\d|5[0-5]))(\.(\d|[1-9]\d|1\d{1,2}|2([0-4]\d|5[0-5]))){3})",Perl regex for IPv4 addresses. Tested against RFC 1035 specs.
1667,Private IP address,(^10\.)|(^172\.1[6-9]\.)|(^172\.2[0-9]\.)|(^172\.3[0-1]\.)|(^192\.168\.)|(^127\.0\.0\.1),It matches private IP addresses. Private IP addresses (as defined by RFC 1918) are not routable on public Internet. This would help if you want to grant some previlege only to the users from within local network. ***Importnat*** This pattern assumes that the input is a valid IP address. You many need to make sure the input is a valid IP address. 
1668,"pattern matching, start, exclusion, and ending with group","^(edit|start|@|spool+)\s{1,3}[^&amp;]*\.(log)$","This regex should return a list of lines that start with either the word 'spool', 'edit', 'start' or the symbol @,  followed by 1 to 3 spaces, followed by any character except an ampersand, and ending with the file extension .log.   I am having difficulty to get this to work properly.  It seems that it gets stuck determining 1 to three spaces."
1669,Dutch zipcode,^[1-9][0-9]{3}[ ]?(([a-rt-zA-RT-Z]{2})|([sS][^dasDAS]))$,"Dutch zipcode. The non-matching code does not match because lettercombinations SS, SA and SD are not allowed. (historic reasons ?). 
"
1672,Email Address,"([a-zA-Z0-9_\-\.]+)@((\[[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\.)|(([a-zA-Z0-9\-]+\.)+))([a-zA-Z]{2,4}|[0-9]{1,3})",find out the correct email format
1674,vowel,"[aeiou]{2,}",repetation of more than one vowel
1676,Canadian Postal Code,\b[A-Z-[DFIOQUWZ]]\d[A-Z-[DFIOQU]]\ +\d[A-Z-[DFIOQU]]\d\b,Find out Canadian Postal Code in the text or html file or xml file
1677,double words,\b(\w+)\s+\1\b,to find the double same word
1678,All words,\w+,to find all text but not signs
1683,social security number,\d{3}-\d{2}-\d{4},To find out social security number
1684,Numbers from 1-12,^([1-9]$)|(1[0-2]$),Matches numbers from 1-12 without leading zeros
1685,Regular Expression for dd MMM yyyy date format with leap year,Date Format in dd MMM yyyy ----> (^(3[01]|[12][0-9]|0?[1-9])\s{1}(Jan|Mar|May|Jul|Aug|Oct|Dec)\s{1}((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(30|[12][0-9]|0?[1-9])\s{1}(Apr|Jun|Sep|Nov)\s{1}((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(2[0-8]|1[0-9]|0?[1-9])\s{1}(Feb)\s{1}((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(29)\s{1}(Feb)\s{1}([2468][048]00)$)|(^(29)\s{1}(Feb)\s{1}([3579][26]00)$)|(^(29)\s{1}(Feb)\s{1}([1][89][0][48])$)|(^(29)\s{1}(Feb)\s{1}([2-9][0-9][0][48])$)|(^(29)\s{1}(Feb)\s{1}([1][89][2468][048])$)|(^(29)\s{1}(Feb)\s{1}([2-9][0-9][2468][048])$)|(^(29)\s{1}(Feb)\s{1}([1][89][13579][26])$)|(^(29)\s{1}(Feb)\s{1}([/])([2-9][0-9][13579][26])$),It validates the leap year also
1686,Regular Expression for dd MMM yyyy date format with leap year,Date Format in dd MMM yyyy ----> (^(3[01]|[12][0-9]|0?[1-9])\s{1}(Jan|Mar|May|Jul|Aug|Oct|Dec)\s{1}((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(30|[12][0-9]|0?[1-9])\s{1}(Apr|Jun|Sep|Nov)\s{1}((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(2[0-8]|1[0-9]|0?[1-9])\s{1}(Feb)\s{1}((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(29)\s{1}(Feb)\s{1}([2468][048]00)$)|(^(29)\s{1}(Feb)\s{1}([3579][26]00)$)|(^(29)\s{1}(Feb)\s{1}([1][89][0][48])$)|(^(29)\s{1}(Feb)\s{1}([2-9][0-9][0][48])$)|(^(29)\s{1}(Feb)\s{1}([1][89][2468][048])$)|(^(29)\s{1}(Feb)\s{1}([2-9][0-9][2468][048])$)|(^(29)\s{1}(Feb)\s{1}([1][89][13579][26])$)|(^(29)\s{1}(Feb)\s{1}([/])([2-9][0-9][13579][26])$),It validates the leap year also
1687,UK Postcode,"^(GIR\\s{0,1}0AA|[A-PR-UWYZ]([0-9]{1,2}|([A-HK-Y][0-9]|[A-HK-Y][0-9]([0-9]|[ABEHMNPRV-Y]))|[0-9][A-HJKS-UW])\\s{0,1}[0-9][ABD-HJLNP-UW-Z]{2})$",This regex have been created as per the information provided on http://www.govtalk.gov.uk/gdsc/html/noframes/PostCode-2-1-Release.htm. This expression will allow the postcodes with space or without space.
1688,Base64,^([0-9A-Za-z+/]{4})*([0-9A-Za-z+/][AQgw]==|[0-9A-Za-z+/]{2}[AEIMQUYcgkosw048]=)?$,Matches any whitespace-free Base64. Complete with handling of end sequences.
1689,New Zealand mobile phone ,"(^[0][2][1579]{1})(\d{6,7}$)",This pattern matches the New Zealand mobile phone number. Only 021 025 027 029 number are matched.
1690,Match Valid UK Postal District in a partial or whole Postcode,"^(GIR|[A-Z]\d[A-Z\d]?|[A-Z]{2}\d[A-Z\d]?)[ ]??(\d[A-Z]{0,2})??$","This will validate a partial postcode beginning with the postal district on up to the whole postcode, returning the two halves in sub-expressions.  The main purpose is to return a valid postal district from a partial or whole postcode. The real value in this regex lies in the fact that it will process the postcode correctly regardless of whether or not the space in present after the district. So the accepted formats are A1 1AA, A11 1AA, A1A 1AA, AA1 1AA, AA11 1AA, AA1A 1AA GIR 0AA (and the same 6 formats without the space are also accepted). Requires postcodes to be upper-case."
1691,Match Valid UK Postcode,^(GIR|[A-Z]\d[A-Z\d]??|[A-Z]{2}\d[A-Z\d]??)[ ]??(\d[A-Z]{2})$,"Validates a complete UK postcode. Returns the two halves in sub-expressions. Supports the following 7 formats: A1 1AA, A11 1AA, A1A 1AA, AA1 1AA, AA11 1AA, AA1A 1AA GIR 0AA (** And the same 7 formats without the space are also accepted).  (requires postcodes to be upper-case)"
1692,Slovenian (Mobile) phone number,^(([0-9]{3})[ \-\/]?([0-9]{3})[ \-\/]?([0-9]{3}))|([0-9]{9})|([\+]?([0-9]{3})[ \-\/]?([0-9]{2})[ \-\/]?([0-9]{3})[ \-\/]?([0-9]{3}))$,I'm using this to match Slovenian phone numbers. It's a bit rusty... If you have better version or updated please send it to me.
1693,Tab Delimited Parser,[^\t]+|\t(?=\t)|\t$,"I wrote this for a company that was importing a variety of rich text separated by tabs. By applying this regular expression, you can filter out even empty fields which return as a single tab qualified by a tab in front of them unless its the end of the string, which will return a single tab as well. You can filter out the returned tabs in your .NET code.
For NEWBIES, this expression says:
""Return anything but Tabs, and separate data by the tabs"" [^\t]+
""Or"" |
""For Empty Tabs, Return those that have a tab in front of them"" \t(?=\t)
""Or"" |
""Return Empty Tabs at the end of a string""
\t$
Hope this helps you on your journey in learning Regular Expressions! You can contact me using my form at http://www.thomasdcox.com/contactme.aspx"
1694,Network FilePath Directory,"@""^([\\][\\][^\\\/"""":*?<>|]+)(([\\][^\\/"""":*?<>|]+)*([\\]?))$""",This is a Regex for .Net to verify a Network FilePath with directory only
1695,Drive FilePath Directory,"@""^([A-Za-z]:)(([\\][^\\/"""":*?<>|]+)*([\\])?)$""",This is a Regex for .Net to verify a DriveFilePath with directory only
1696,Filename,"@""^([^\\/"""":*?<>|.])([^\\/"""":*?<>|]*)$""",This is a Regex for .Net to verify a filename only
1697,Drive FilePath with filename,"""^([A-Za-z]:)(([\\][^\\/"""":*?<>|]+)*([\\]([^\\/"""":*?<>|.])([^\\/"""":*?<>|]*))+)$""",This is a Regex for .Net to verify a Drive FilePath with required filename
1699,Proper noun finder,((?!(This|It|He|She|[MTWFS][a-z]+day|[JF][a-z]+ary|March|April|May|June|July|August|[SOND][a-z]+ber))(?:[A-Z]+\.\s?)*(?:(?:[a-zA-Z]+-?)?[A-Z][a-zA-Z]+)(?:(\b\s?((?:[a-zA-Z]+-?)?[A-Z][a-zA-Z]+|[A-Z]+\.|on|of|the|von|der|van|de|bin|and))*(?:\s*(?:[a-zA-Z]+-?)?[A-Z][a-zA-Z]+))?),Tries to find the proper nouns in a text
1700,min-max field length,"^[\w\W]{1,1500}$","Matches 1-1500 characters including carriage returns (""\r\n"")"
1703,Date and time validation,^((((0?[1-9]|1[012])/(0?[1-9]|1\d|2[0-8])|(0?[13456789]|1[012])/(29|30)|(0?[13578]|1[02])/31)/(19|[2-9]\d)\d{2}|0?2/29/((19|[2-9]\d)(0[48]|[2468][048]|[13579][26])|(([2468][048]|[3579][26])00))))[\s]((([0]?[1-9]|1[0-2])(:|\.)[0-5][0-9]((:|\.)[0-5][0-9])?( )?(AM|am|aM|Am|PM|pm|pM|Pm))|(([0]?[0-9]|1[0-9]|2[0-3])(:|\.)[0-5][0-9]((:|\.)[0-5][0-9])?))$,The date field takes all values with slashes. Leap year is taken care of Year has to be specified in 4digit. Time is a 12hrclock taking am n pm(case insensitive). AM or Pm has to be specified. Not suited for 24hr clock. In the format of SQL Server datetime field
1704,AW Short Coordinate,^[0-9]+[NnSs] [0-9]+[WwEe]$,"This tests, are entered AW coordinates in correct short format, and it has no world info"
1705,More versatile date matcher,^[01]*[0-9]\/[0-3]*[0-9]\/[12][09][0-9]{2}$,"Matches months from 1 to 19 (allows for preceding 0), date from 00 to 39, years - starting with 10, 19, 20 or 29."
1706,SqlServer Floating point,^(([+-]?)(?=\d|\.\d)\d*(\.\d*)?([Ee]([+-]?([12]?\d\d?|30[0-8])))?)?$,"SqlServer seems to throw an error when using higher than e308 for e-309 it just makes the value = 0. Either way, this regexp seems to work for me. and allows for empty string as well. To negate the empty string pass through in asp.net just add a required field validator--if your already program asp.net you probably already know that though : ) ."
1707,24H Time,^([0-1]?[0-9]|[2][0-3]):([0-5][0-9])$,"Checks time in 24 hours notation, however this one is shorter than the ones I found on regexplib"
1708,tab-delimited numbers,"^([0-9]{1,3}\.?\d*\s+){3}([0-9]{1,3}\.?\d*\s*)$","4 positive numbers or decimals whose values are less than 1000 separated by white-space with or without trailing white-space. This has a problem where whole numbers greater than 1000 are allowed.  Explaination:

^     (start of string)
{1,3} (1 to 3 digits - to check < 1000)
\.?   (zero or one decimal points)
\d*   (zero or more digits)
s+    (one or more white-space characters)
{3}   (first pattern in parens repeats exactly 3 times)
s*    (zero or more white-space characters)
$     (end of string)

"
1709,Filter Other Domain Names,https?://(?!\S*?domainname\.tld/)\S*?/,"This type of filter can be used if you're trying to get rid of results from a report or something not originating from a given domain of the format domainname.tld.  Anything matching the pattern can then be excluded, deleted, etc. (Like with a Google Mini, GSA, or site auditing software)"
1710,Cleaning HTML," <\/{0,1}(?!\/|b>|i>|p>|a\s|a>|br|em>|ol|li|strong>)[^>]*>","following a bit of work this morning trying to get something to strip out arbitrary html but leave 'known' tags in place, we have come up with the following which may be useful. This uses the 'negative lookahead' construct using '?!'  It looks for an angle bracket and perhaps a backslash, as long as it is *not* followed by one of the terms in the ?! section. The brackets in this section do not return a value, they are part of the construct. This regexp can therefore be used to replace all unknown tags  with blanks. Obviously you can add other 'good' html tags to the list."
1711,Cleaning HTML," <\/{0,1}(?!\/|b>|i>|p>|a\s|a>|br|em>|ol|li|strong>)[^>]*>","following a bit of work this morning trying to get something to strip out arbitrary html but leave 'known' tags in place, we have come up with the following which may be useful. This uses the 'negative lookahead' construct using '?!'  It looks for an angle bracket and perhaps a backslash, as long as it is *not* followed by one of the terms in the ?! section. The brackets in this section do not return a value, they are part of the construct. This regexp can therefore be used to replace all unknown tags  with blanks. Obviously you can add other 'good' html tags to the list."
1713,match web pictrue's (eg. jpg) address,https?://[\w./]+\/[\w./]+\.(bmp|png|jpg|gif),"match web pictrue's address,must be full path,include http head."
1714,Numbers sepereted by comma,"^([0-9][,]?)*([0-9][0-9])$",This pattern matches numbers separated by comma
1715,VBScript Declaration,"^[\s]*(?:(Public|Private)[\s]+(?:[_][\s]*[\n\r]+)?)?(Function|Sub)[\s]+(?:[_][\s]*[\n\r]+)?([a-zA-Z][\w]{0,254})(?:[\s\n\r_]*\((?:[\s\n\r_]*([a-zA-Z][\w]{0,254})[,]?[\s]*)*\))?","Matches any VBScript method declaration (= no ""As [datatype]"" support), supports line wraps, only matches valid argument/method names, Public/Private and arguments are optional.

First regex, please comment ;)"
1717,Match Valid HTML Tags As Browser,"<(/)?(a|abbr|acronym|address|applet|area|b|base|basefont|bdo|big|blockquote|body|br|button|caption|center|cite|code|col|colgroup|dd|del|dir|div|dfn|dl|dt|em|fieldset|font|form|frame|frameset|h[1-6]|head|hr|html|i|iframe|img|input|ins|isindex|kbd|label|legend|li|link|map|menu|meta|noframes|noscript|object|ol|optgroup|option|p|param|pre|q|s|samp|script|select|small|span|strike|strong|style|sub|sup|table|tbody|td|textarea|tfoot|th|thead|title|tr|tt|u|ul|var|xmp){1}(\s(\""[^\""]*\""*|[^>])*)*>","This should match all valid HTML 4.01 tags as a browser would recognize. If you miss a 2nd "" it will continue until it finds one to pair with, so if it doesn't find one, it continues until the end. This is how most browsers work I believe. It does have a few flaws, it will match </img> and </input> which is weird, but perhaps I'll fix that eventually."
1718,Allowing only single space in between two words,"([a-zA-Z]{1}[a-zA-Z]*[\s]{0,1}[a-zA-Z])+([\s]{0,1}[a-zA-Z]+)","This Regular expression will simply not allow more than a single space to be entered between two words of a sentence.It will also prohibit user to enter space at the begining and at the end of a sentence.It will require a minimum of juz 2 alphabets for making it a valid expression
-By Swapnil Shejul"
1719,Easiest URL Link,"(http://|https://)([a-zA-Z0-9]+\.[a-zA-Z0-9\-]+|[a-zA-Z0-9\-]+)\.[a-zA-Z\.]{2,6}(/[a-zA-Z0-9\.\?=/#%&\+-]+|/|)","As always, I couldn't find a regex that worked for me. It only covers full urls with http:// and https://, obviously if you want to add ftp:// then change the first part to: (http://|https://|ftp://) etc..., you get my drift. If you want to cover everything, like short urls, try this site: http://internet.ls-la.net/folklore/url-regexpr.html"
